Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
  0.00      0.15     0.00      512     0.00     0.00  std::vector<double, std::allocator<double> >::push_back(double const&)
  0.00      0.15     0.00      454     0.00     0.00  void std::_Destroy_aux<false>::__destroy<QImage*>(QImage*, QImage*)
  0.00      0.15     0.00      454     0.00     0.00  std::_Vector_base<QImage, std::allocator<QImage> >::_M_deallocate(QImage*, unsigned int)
  0.00      0.15     0.00      454     0.00     0.00  void std::_Destroy<QImage*>(QImage*, QImage*)
  0.00      0.15     0.00      454     0.00     0.00  void std::_Destroy<QImage*, QImage>(QImage*, QImage*, std::allocator<QImage>&)
  0.00      0.15     0.00      434     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      0.15     0.00      407     0.00     0.00  __gnu_cxx::new_allocator<QImage>::allocate(unsigned int, void const*)
  0.00      0.15     0.00      407     0.00     0.00  void __gnu_cxx::new_allocator<QImage>::construct<QImage, QImage const&>(QImage*, QImage const&)
  0.00      0.15     0.00      407     0.00     0.00  std::vector<QImage, std::allocator<QImage> >::_M_check_len(unsigned int, char const*) const
  0.00      0.15     0.00      407     0.00     0.00  std::_Vector_base<QImage, std::allocator<QImage> >::_M_allocate(unsigned int)
  0.00      0.15     0.00      407     0.00     0.00  _ZNSt16allocator_traitsISaI6QImageEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_
  0.00      0.15     0.00      407     0.00     0.00  _ZNSt16allocator_traitsISaI6QImageEE9constructIS0_IRKS0_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS1_PT_DpOS6_
  0.00      0.15     0.00      407     0.00     0.00  QImage* std::__uninitialized_copy<false>::__uninit_copy<QImage*, QImage*>(QImage*, QImage*, QImage*)
  0.00      0.15     0.00      407     0.00     0.00  void std::vector<QImage, std::allocator<QImage> >::_M_emplace_back_aux<QImage const&>(QImage const&)
  0.00      0.15     0.00      407     0.00     0.00  std::vector<QImage, std::allocator<QImage> >::push_back(QImage const&)
  0.00      0.15     0.00      407     0.00     0.00  QImage* std::__addressof<QImage>(QImage&)
  0.00      0.15     0.00      407     0.00     0.00  QImage* std::uninitialized_copy<QImage*, QImage*>(QImage*, QImage*, QImage*)
  0.00      0.15     0.00      407     0.00     0.00  QImage* std::__uninitialized_copy_a<QImage*, QImage*, QImage>(QImage*, QImage*, QImage*, std::allocator<QImage>&)
  0.00      0.15     0.00      407     0.00     0.00  QImage* std::__uninitialized_move_if_noexcept_a<QImage*, QImage*, std::allocator<QImage> >(QImage*, QImage*, QImage*, std::allocator<QImage>&)
  0.00      0.15     0.00      227     0.00     0.00  GameObject::GameObject(QObject*, char const*)
  0.00      0.15     0.00      227     0.00     0.00  __gnu_cxx::new_allocator<QImage>::deallocate(QImage*, unsigned int)
  0.00      0.15     0.00      227     0.00     0.00  __gnu_cxx::new_allocator<QImage>::new_allocator()
  0.00      0.15     0.00      227     0.00     0.00  std::allocator<QImage>::allocator()
  0.00      0.15     0.00      227     0.00     0.00  std::_Vector_base<QImage, std::allocator<QImage> >::_Vector_impl::_Vector_impl()
  0.00      0.15     0.00      227     0.00     0.00  std::_Vector_base<QImage, std::allocator<QImage> >::_Vector_base()
  0.00      0.15     0.00      227     0.00     0.00  std::vector<QImage, std::allocator<QImage> >::vector()
  0.00      0.15     0.00      227     0.00     0.00  void std::_Destroy<QImage>(QImage*)
  0.00      0.15     0.00      208     0.00     0.00  GameObject::IsCharged() const
  0.00      0.15     0.00      182     0.00     0.00  Bubble*&& std::forward<Bubble*>(std::remove_reference<Bubble*>::type&)
  0.00      0.15     0.00      180     0.00     0.00  GameObject::AddSprite(QImage)
  0.00      0.15     0.00      180     0.00     0.00  Foe::Foe(GameObject*)
  0.00      0.15     0.00      180     0.00     0.00  Wasp::Wasp(Foe*)
  0.00      0.15     0.00      180     0.00     0.00  void __gnu_cxx::new_allocator<Wasp*>::construct<Wasp*, Wasp* const&>(Wasp**, Wasp* const&)
  0.00      0.15     0.00      180     0.00     0.00  _ZNSt16allocator_traitsISaIP4WaspEE12_S_constructIS1_IRKS1_EEENSt9enable_ifIXsrNS3_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS2_PS9_DpOSA_
  0.00      0.15     0.00      180     0.00     0.00  decltype (_S_construct({parm#1}, {parm#2}, (forward<Wasp* const&>)({parm#3}))) std::allocator_traits<std::allocator<Wasp*> >::construct<Wasp*, Wasp* const&>(std::allocator<Wasp*>&, Wasp**, Wasp* const&)
  0.00      0.15     0.00      180     0.00     0.00  std::vector<Wasp*, std::allocator<Wasp*> >::push_back(Wasp* const&)
  0.00      0.15     0.00      180     0.00     0.00  _ZSt10_ConstructI6QImageIRS0_EEvPT_DpOT0_
  0.00      0.15     0.00      180     0.00     0.00  QImage& std::forward<QImage&>(std::remove_reference<QImage&>::type&)
  0.00      0.15     0.00      176     0.00     0.00  std::remove_reference<Bubble*&>::type&& std::move<Bubble*&>(Bubble*&)
  0.00      0.15     0.00       50     0.00     0.00  std::vector<double, std::allocator<double> >::size() const
  0.00      0.15     0.00       47     0.00     0.00  GameObject::~GameObject()
  0.00      0.15     0.00       47     0.00     0.00  __gnu_cxx::new_allocator<QImage>::~new_allocator()
  0.00      0.15     0.00       47     0.00     0.00  std::allocator<QImage>::~allocator()
  0.00      0.15     0.00       47     0.00     0.00  std::_Vector_base<QImage, std::allocator<QImage> >::_Vector_impl::~_Vector_impl()
  0.00      0.15     0.00       47     0.00     0.00  std::_Vector_base<QImage, std::allocator<QImage> >::~_Vector_base()
  0.00      0.15     0.00       47     0.00     0.00  std::vector<QImage, std::allocator<QImage> >::~vector()
  0.00      0.15     0.00       44     0.00     0.00  GameObject::ResetCharge()
  0.00      0.15     0.00       44     0.00     0.00  Bubble::Bubble(GameObject*)
  0.00      0.15     0.00       44     0.00     0.00  Bubble::~Bubble()
  0.00      0.15     0.00       44     0.00     0.00  Bubble::~Bubble()
  0.00      0.15     0.00       44     0.00     0.08  Player::Shoot()
  0.00      0.15     0.00       44     0.00     0.00  void __gnu_cxx::new_allocator<Bubble*>::destroy<Bubble*>(Bubble**)
  0.00      0.15     0.00       44     0.00     0.00  void __gnu_cxx::new_allocator<Bubble*>::construct<Bubble*, Bubble*>(Bubble**, Bubble*&&)
  0.00      0.15     0.00       44     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Bubble*> >::__destroy_helper<Bubble*>::value, void>::type std::allocator_traits<std::allocator<Bubble*> >::_S_destroy<Bubble*>(std::allocator<Bubble*>&, Bubble**)
  0.00      0.15     0.00       44     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Bubble*> >::__construct_helper<Bubble*, Bubble*>::value, void>::type std::allocator_traits<std::allocator<Bubble*> >::_S_construct<Bubble*, Bubble*>(std::allocator<Bubble*>&, Bubble**, Bubble*&&)
  0.00      0.15     0.00       44     0.00     0.00  void std::allocator_traits<std::allocator<Bubble*> >::destroy<Bubble*>(std::allocator<Bubble*>&, Bubble**)
  0.00      0.15     0.00       44     0.00     0.00  _ZNSt16allocator_traitsISaIP6BubbleEE9constructIS1_IS1_EEEDTcl12_S_constructfp_fp0_spcl7forwardIT0_Efp1_EEERS2_PT_DpOS5_
  0.00      0.15     0.00       44     0.00     0.00  void std::vector<Bubble*, std::allocator<Bubble*> >::emplace_back<Bubble*>(Bubble*&&)
  0.00      0.15     0.00       44     0.00     0.00  std::vector<Bubble*, std::allocator<Bubble*> >::pop_back()
  0.00      0.15     0.00       44     0.00     0.00  std::vector<Bubble*, std::allocator<Bubble*> >::push_back(Bubble*&&)
  0.00      0.15     0.00       44     0.00     0.00  void std::swap<Bubble*>(Bubble*&, Bubble*&)
  0.00      0.15     0.00       30     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00      0.15     0.00       30     0.00     0.00  std::_Iter_base<double*, false>::_S_base(double*)
  0.00      0.15     0.00       30     0.00     0.00  std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*)
  0.00      0.15     0.00       27     0.00     0.00  __gnu_cxx::new_allocator<Wasp*>::max_size() const
  0.00      0.15     0.00       27     0.00     0.00  std::_Iter_base<Wasp**, false>::_S_base(Wasp**)
  0.00      0.15     0.00       27     0.00     0.00  std::_Niter_base<Wasp**>::iterator_type std::__niter_base<Wasp**>(Wasp**)
  0.00      0.15     0.00       21     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.00      0.15     0.00       20     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00      0.15     0.00       20     0.00     0.00  std::move_iterator<double*>::base() const
  0.00      0.15     0.00       20     0.00     0.00  std::vector<double, std::allocator<double> >::max_size() const
  0.00      0.15     0.00       20     0.00     0.00  std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>)
  0.00      0.15     0.00       20     0.00     0.00  std::move_iterator<double*>::move_iterator(double*)
  0.00      0.15     0.00       20     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<double> >::__maxsize_helper<std::allocator<double> const>::value, unsigned int>::type std::allocator_traits<std::allocator<double> >::_S_max_size<std::allocator<double> const>(std::allocator<double> const&)
  0.00      0.15     0.00       20     0.00     0.00  std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&)
  0.00      0.15     0.00       20     0.00     0.00  std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>)
  0.00      0.15     0.00       20     0.00     0.00  std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*)
  0.00      0.15     0.00       19     0.00     0.00  std::_Vector_base<Wasp*, std::allocator<Wasp*> >::_M_get_Tp_allocator()
  0.00      0.15     0.00       18     0.00     0.00  __gnu_cxx::new_allocator<Bubble*>::max_size() const
  0.00      0.15     0.00       18     0.00     0.00  std::_Vector_base<Wasp*, std::allocator<Wasp*> >::_M_get_Tp_allocator() const
  0.00      0.15     0.00       18     0.00     0.00  std::move_iterator<Wasp**>::base() const
  0.00      0.15     0.00       18     0.00     0.00  std::vector<Wasp*, std::allocator<Wasp*> >::max_size() const
  0.00      0.15     0.00       18     0.00     0.00  std::_Iter_base<Bubble**, false>::_S_base(Bubble**)
  0.00      0.15     0.00       18     0.00     0.00  std::_Iter_base<std::move_iterator<Wasp**>, true>::_S_base(std::move_iterator<Wasp**>)
  0.00      0.15     0.00       18     0.00     0.00  std::move_iterator<Wasp**>::move_iterator(Wasp**)
  0.00      0.15     0.00       18     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Wasp*> >::__maxsize_helper<std::allocator<Wasp*> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Wasp*> >::_S_max_size<std::allocator<Wasp*> const>(std::allocator<Wasp*> const&)
  0.00      0.15     0.00       18     0.00     0.00  std::allocator_traits<std::allocator<Wasp*> >::max_size(std::allocator<Wasp*> const&)
  0.00      0.15     0.00       18     0.00     0.00  std::_Miter_base<std::move_iterator<Wasp**> >::iterator_type std::__miter_base<std::move_iterator<Wasp**> >(std::move_iterator<Wasp**>)
  0.00      0.15     0.00       18     0.00     0.00  std::_Niter_base<Bubble**>::iterator_type std::__niter_base<Bubble**>(Bubble**)
  0.00      0.15     0.00       18     0.00     0.00  std::move_iterator<Wasp**> std::__make_move_if_noexcept_iterator<Wasp**, std::move_iterator<Wasp**> >(Wasp**)
  0.00      0.15     0.00       13     0.00     0.00  std::_Vector_base<Bubble*, std::allocator<Bubble*> >::_M_get_Tp_allocator()
  0.00      0.15     0.00       12     0.00     0.00  std::_Vector_base<Bubble*, std::allocator<Bubble*> >::_M_get_Tp_allocator() const
  0.00      0.15     0.00       12     0.00     0.00  std::move_iterator<Bubble**>::base() const
  0.00      0.15     0.00       12     0.00     0.00  std::vector<Bubble*, std::allocator<Bubble*> >::max_size() const
  0.00      0.15     0.00       12     0.00     0.00  std::_Iter_base<std::move_iterator<Bubble**>, true>::_S_base(std::move_iterator<Bubble**>)
  0.00      0.15     0.00       12     0.00     0.00  std::move_iterator<Bubble**>::move_iterator(Bubble**)
  0.00      0.15     0.00       12     0.00     0.00  std::enable_if<std::allocator_traits<std::allocator<Bubble*> >::__maxsize_helper<std::allocator<Bubble*> const>::value, unsigned int>::type std::allocator_traits<std::allocator<Bubble*> >::_S_max_size<std::allocator<Bubble*> const>(std::allocator<Bubble*> const&)
  0.00      0.15     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<Bubble*> >::max_size(std::allocator<Bubble*> const&)
  0.00      0.15     0.00       12     0.00     0.00  std::_Miter_base<std::move_iterator<Bubble**> >::iterator_type std::__miter_base<std::move_iterator<Bubble**> >(std::move_iterator<Bubble**>)
  0.00      0.15     0.00       12     0.00     0.00  std::move_iterator<Bubble**> std::__make_move_if_noexcept_iterator<Bubble**, std::move_iterator<Bubble**> >(Bubble**)
  0.00      0.15     0.00       11     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      0.15     0.00       11     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned int)
  0.00      0.15     0.00       11     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      0.15     0.00       11     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      0.15     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned int)
  0.00      0.15     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned int, void const*)
  0.00      0.15     0.00       10     0.00     0.00  std::vector<double, std::allocator<double> >::_M_check_len(unsigned int, char const*) const
  0.00      0.15     0.00       10     0.00     0.00  double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*)
  0.00      0.15     0.00       10     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Wasp**>(Wasp**, Wasp**)
  0.00      0.15     0.00       10     0.00     0.00  std::_Vector_base<Wasp*, std::allocator<Wasp*> >::_M_deallocate(Wasp**, unsigned int)
  0.00      0.15     0.00       10     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned int)
  0.00      0.15     0.00       10     0.00     0.00  double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00      0.15     0.00       10     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double const&>(double const&)
  0.00      0.15     0.00       10     0.00     0.00  double* std::__copy_move_a<true, double*, double*>(double*, double*, double*)
  0.00      0.15     0.00       10     0.00     0.00  double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*)
  0.00      0.15     0.00       10     0.00     0.00  double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00      0.15     0.00       10     0.00     0.00  double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&)
  0.00      0.15     0.00       10     0.00     0.00  double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&)
  0.00      0.15     0.00       10     0.00     0.00  double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*)
  0.00      0.15     0.00       10     0.00     0.00  Player*&& std::forward<Player*>(std::remove_reference<Player*>::type&)
  0.00      0.15     0.00       10     0.00     0.00  void std::_Destroy<Wasp**>(Wasp**, Wasp**)
  0.00      0.15     0.00       10     0.00     0.00  void std::_Destroy<Wasp**, Wasp*>(Wasp**, Wasp**, std::allocator<Wasp*>&)
  0.00      0.15     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<Wasp*>::deallocate(Wasp**, unsigned int)
  0.00      0.15     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<Wasp*>::allocate(unsigned int, void const*)
  0.00      0.15     0.00        9     0.00     0.00  std::vector<Wasp*, std::allocator<Wasp*> >::_M_check_len(unsigned int, char const*) const
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Wasp*>(Wasp* const*, Wasp* const*, Wasp**)
  0.00      0.15     0.00        9     0.00     0.00  std::_Vector_base<Wasp*, std::allocator<Wasp*> >::_M_allocate(unsigned int)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Wasp**>, Wasp**>(std::move_iterator<Wasp**>, std::move_iterator<Wasp**>, Wasp**)
  0.00      0.15     0.00        9     0.00     0.00  void std::vector<Wasp*, std::allocator<Wasp*> >::_M_emplace_back_aux<Wasp* const&>(Wasp* const&)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::__copy_move_a<true, Wasp**, Wasp**>(Wasp**, Wasp**, Wasp**)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::__copy_move_a2<true, Wasp**, Wasp**>(Wasp**, Wasp**, Wasp**)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::uninitialized_copy<std::move_iterator<Wasp**>, Wasp**>(std::move_iterator<Wasp**>, std::move_iterator<Wasp**>, Wasp**)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::__uninitialized_copy_a<std::move_iterator<Wasp**>, Wasp**, Wasp*>(std::move_iterator<Wasp**>, std::move_iterator<Wasp**>, Wasp**, std::allocator<Wasp*>&)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::__uninitialized_move_if_noexcept_a<Wasp**, Wasp**, std::allocator<Wasp*> >(Wasp**, Wasp**, Wasp**, std::allocator<Wasp*>&)
  0.00      0.15     0.00        9     0.00     0.00  Wasp** std::copy<std::move_iterator<Wasp**>, Wasp**>(std::move_iterator<Wasp**>, std::move_iterator<Wasp**>, Wasp**)
  0.00      0.15     0.00        7     0.00     0.00  GameObject::Kill()
  0.00      0.15     0.00        7     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Bubble**>(Bubble**, Bubble**)
  0.00      0.15     0.00        7     0.00     0.00  std::_Vector_base<Bubble*, std::allocator<Bubble*> >::_M_deallocate(Bubble**, unsigned int)
  0.00      0.15     0.00        7     0.00     0.00  void std::_Destroy<Bubble**>(Bubble**, Bubble**)
  0.00      0.15     0.00        7     0.00     0.00  void std::_Destroy<Bubble**, Bubble*>(Bubble**, Bubble**, std::allocator<Bubble*>&)
  0.00      0.15     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<Bubble*>::deallocate(Bubble**, unsigned int)
  0.00      0.15     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<Bubble*>::allocate(unsigned int, void const*)
  0.00      0.15     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<Player*>::max_size() const
  0.00      0.15     0.00        6     0.00     0.00  std::vector<Bubble*, std::allocator<Bubble*> >::_M_check_len(unsigned int, char const*) const
  0.00      0.15     0.00        6     0.00     0.00  std::_Iter_base<Player**, false>::_S_base(Player**)
  0.00      0.15     0.00        6     0.00     0.00  Bubble** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Bubble*>(Bubble* const*, Bubble* const*, Bubble**)
  0.00      0.15     0.00        6     0.00     0.00  std::_Vector_base<Bubble*, std::allocator<Bubble*> >::_M_allocate(unsigned int)
